use_id,plant_id,raw_record_id,cesky_nazev_display,cast_rostliny_text,cast_rostliny_kategorie,cast_rostliny_je_kombinovana,domena,domena_slug,poddomena_text,poddomena_kategorie,status_znalosti,status_znalosti_slug,aplikovatelnost_v_cr,aplikovatelnost_slug,typicke_lokality_text,obdobi_ziskani_text,mesic_od,mesic_do,fenologicka_faze,zpusob_pripravy,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial_text,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_cr,dukaznost_typ,dukaznost_skore,dukaznost_rank,ma_druhy_zdroj,je_trvanlive_1m_plus,je_v_jadru_bezne_1m_plus,processing_methods_text,processing_methods_count,ma_potravinove_konzervacni_metody,sber_doporuceni,kuratorska_poznamka
r237,plant_rosa_canina,R237,růže šípková,šípkové slupky / dužnina,ostatni,False,potrava,potrava,sušený šípkový prášek,suseni_skladovani,méně známé,mene_zname,vysoká,vysoka,"meze, křoviny, remízky, okraje cest, lesní lemy",IX–XI,9,11,plně vybarvené šípky,"Šípky usušit, odstranit dráždivé chloupky a umlít na prášek nebo použít jako dosušované slupky.",Kompaktní dlouhodobá forma z extrémně běžných podzimních plodů.,"kyselkavý, ovocný",ovocný,neaplikovatelné,Nutné pečlivé odstranění chloupků; vlhko prášek rychle poškozuje.,U citlivých osob mohou vadit kyseliny nebo zbytky chloupků.,Běžný sběr čistých plodů.,česká etnobotanika + botanický zdroj,B,4,True,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vybarvené šípky; v datech je pro něj vedené období IX–XI. Ber jen zdravý a čistý materiál, sběr rozlož mezi více rostlin a nepoškoď stanoviště víc, než je nutné. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře zapadá do praktičtější „wild pantry“ logiky workbooku.
r238,plant_fagus_sylvatica,R238,buk lesní,mladé listy,listova_nadzemni_cast,False,potrava,potrava,mladé bukové listy do salátu,cerstva_potrava,méně známé,mene_zname,vysoká,vysoka,"bučiny, lesní okraje, parky, aleje",IV–V,4,5,zcela mladé světle zelené a ještě jemné listy,Sbírat jen nejmladší listy a používat je čerstvé po menším množství do míchaných salátů nebo na chléb.,Jemná jarní salátová zeleň s mírně nakyslou chutí.,"jemná, lehce nakyslá, zelená",svěže listový,neaplikovatelné,Sbírat jen opravdu mladé listy; starší rychle tuhnou a ztrácejí kulinární kvalitu.,,Běžný nechráněný druh; netrhat ve velkém z mladých semenáčků a v chráněných územích respektovat místní režim.,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: zcela mladé světle zelené a ještě jemné listy; v datech je pro něj vedené období IV–V. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dubnové rozšíření repertoáru o jemnou lesní listovou zeleninu.
r239,plant_crataegus_monogyna_jacq_c_laevigata_poir_dc,R239,hloh obecný / jednosemenný,mladé listy a výhonky,kombinovana_cast,True,potrava,potrava,mladé listy a výhonky do salátu,cerstva_potrava,méně známé,mene_zname,vysoká,vysoka,"meze, křoviny, remízky, lesní lemy",IV–V,4,5,rašící špičky a mladé listy před ztuhnutím,Mladé špičky a listy jíst čerstvé po menším množství jako jemně oříškovou salátovou příměs.,Jarní čerstvá zeleň s jemně oříškovým tónem.,"jemná, lehce oříšková",slabě zelený,neaplikovatelné,Netrhat nadměrně celé větve a sbírat jen bezpečně určený hloh.,U skutečných kardiálních obtíží nejde o náhradu odborné péče.,Běžný nechráněný druh; sbírat střídmě a neničit keře.,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: rašící špičky a mladé listy před ztuhnutím; v datech je pro něj vedené období IV–V. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. Kvůli riziku záměny sbírej jen tehdy, když máš druh jistě určený i podle určovacích znaků; při nejistotě nesklízej. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Rozšíření dubna o jedlou jarní část hlohu, ne jen plody a EMA drogu."
r240,plant_crataegus_monogyna_jacq_c_laevigata_poir_dc,R240,hloh obecný / jednosemenný,mladé listy,listova_nadzemni_cast,False,pití,piti,sušené listy na nálev / čajovou náhražku,caj_nalev,méně známé,mene_zname,vysoká,vysoka,"meze, křoviny, remízky, lesní lemy",IV–V + sušení,4,5,mladé listy v době jarního růstu,"Mladé listy natrhat na jaře, usušit v tenké vrstvě a později používat do jednoduchého nálevu nebo čajových směsí.",Jemná bylinná čajová složka z jarních listů hlohu.,"jemná, lehce svíravá",slabě zelený,neaplikovatelné,Netrhat nadměrně celé větve; u skutečných srdečních obtíží nejde o samoléčbu.,"Při bolesti na hrudi, dušnosti nebo otocích vždy lékař.",Běžný nechráněný druh; sbírat jednotlivé listy a neničit keře.,kurátorovaný botanický zdroj,D,2,False,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: mladé listy v době jarního růstu; v datech je pro něj vedené období IV–V + sušení. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Doplňuje dubnové použití hlohu i o trvanlivou formu.
r241,plant_cardamine_pratensis,R241,řeřišnice luční,"mladé listy, výhonky a květy",kombinovana_cast,True,potrava,potrava,listy a květy do jarního salátu,cerstva_potrava,méně známé,mene_zname,vysoká,vysoka,"vlhké louky, příkopy, nivy, podmáčené okraje cest",IV–V,4,5,mladé listy a čerstvě rozvinuté květy,"Listy, mladé výhonky a květy používat po menším množství do salátů, pomazánek nebo na chléb jako jemně řeřišnicovou složku.",Pepřnatá jarní zeleň pro svěží saláty.,"jemně peprná, řeřišnicová",svěže brukvovitý,neaplikovatelné,Sbírat jen bezpečně určený druh a mimo znečištěná vlhká stanoviště.,U citlivých osob opatrnost při vyšším množství brukvovitých.,Běžný sběr v malém množství mimo chráněné lokality a bez poškozování celých trsů.,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: mladé listy a čerstvě rozvinuté květy; v datech je pro něj vedené období IV–V. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. Kvůli riziku záměny sbírej jen tehdy, když máš druh jistě určený i podle určovacích znaků; při nejistotě nesklízej. U vodních a mokřadních stanovišť sbírej jen z čistých míst bez známek splachů, stok nebo stojaté znečištěné vody. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Nový dubnový druh se silnou sezónností vlhkých luk.
r242,plant_allium_schoenoprasum,R242,pažitka pobřežní,listy a květy,kombinovana_cast,True,potrava,potrava,čerstvá nať / sušení / mražení,suseni_skladovani,mainstream,mainstream,vysoká,vysoka,"zahrady, záhony, bylinkové výsadby; ve volné přírodě jen lokálně",IV–VI,4,6,čerstvá jemná nať a mladé květy,"Část použít čerstvě jako jarní nať, část nasekat a zamrazit nebo usušit pro pozdější dochucování polévek, pomazánek a tvarohu.",Spolehlivá cibulová nať pro jarní kuchyni i zásobu.,"jemně cibulová, svěží",čistě allium,neaplikovatelné,Ve volné přírodě nepřetěžovat drobné populace; sbírat jen bezpečně určenou pažitku.,Opatrnost u citlivosti na česnekovité.,"Pro praktické použití preferovat pěstovanou pažitku ze zahrady nebo trhu; ve volné přírodě sbírat jen tam, kde je druh běžný a sběr je legální.",kurátorovaný botanický zdroj,D,2,False,True,False,Sušení · Mražení,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvá jemná nať a mladé květy; v datech je pro něj vedené období IV–VI. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Kvůli riziku záměny sbírej jen tehdy, když máš druh jistě určený i podle určovacích znaků; při nejistotě nesklízej. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dubnové rozšíření se silným přesahem do dlouhodobého kuchyňského zpracování.
r243,plant_tilia_cordata_tilia_platyphyllos,R243,lípa srdčitá / lípa velkolistá,mladé listy,listova_nadzemni_cast,False,potrava,potrava,mladé listy do salátu / na chléb,cerstva_potrava,méně známé,mene_zname,vysoká,vysoka,"listnaté lesy, lesní lemy, parky, aleje, staré výsadby",IV–V,4,5,"právě rozvinuté měkké listy, ještě před zhrubnutím",Sbírat jen nejmladší měkké listy a používat je čerstvé do míchaných salátů nebo jako jemnou vrstvu do sendvičů a na chléb.,Jemná stromová listová zelenina pro dubnovou kuchyni.,"jemná, lehce nasládlá, mírně slizovitá",slabě zelený,neaplikovatelné,Starší listy rychle tuhnou a ztrácejí kvalitu; nesbírat z prašných uličních stromů.,,Běžný nechráněný druh; sbírat střídmě a nepoškozovat mladé výhony ani uliční stromořadí.,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: právě rozvinuté měkké listy, ještě před zhrubnutím; v datech je pro něj vedené období IV–V. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Rozšiřuje duben o velmi použitelnou, ale málo zmiňovanou stromovou zeleninu."
r244,plant_tilia_cordata_tilia_platyphyllos,R244,lípa srdčitá / lípa velkolistá,míza,miza,False,pití,piti,jarní míza / odpaření na sirup,sirup_koncentrat,téměř zapomenuté,temer_zapomenute,nízká až střední,nizka_az_stredni,"listnaté lesy, parky, aleje, staré výsadby",III–IV + odpaření,3,4,krátké období jarního toku mízy před plným olistěním,"Pouze velmi šetrně a jen tam, kde je odběr legální: malé množství mízy lze pít čerstvé nebo pomalu odpařit na sladší koncentrát či sirup.",Experimentální jarní stromový nápoj a malá zásoba lipového sirupu.,"jemně sladká, vodnatá",slabě dřevitý,neaplikovatelné,Nenavrtávat veřejné ani cizí stromy; odběr může strom poškodit a výtěžnost bývá nízká.,,Pouze na vlastních stromech nebo se souhlasem správce; v krajině nepoškozovat kmeny ani silnější větve.,kurátorovaný botanický zdroj,D,2,False,True,False,Sirup / koncentrát,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: krátké období jarního toku mízy před plným olistěním; v datech je pro něj vedené období III–IV + odpaření. Mízu odebírej jen z vlastních nebo výslovně povolených stromů, co nejšetrněji a jen v malém množství; strom zbytečně neoslabuj a mízu hned chlaď nebo zpracuj. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Používej čisté potravinářské nádoby, mízu drž v chladu a zpracuj ji co nejrychleji, protože se rychle kazí.",Zařazeno jako dubnová niche znalost s explicitním důrazem na šetrnost odběru.
r245,plant_pulmonaria_officinalis,R245,plicník lékařský,mladé listy,listova_nadzemni_cast,False,potrava,potrava,mladé listy syrové / krátce tepelně upravené,ostatni_specialni,téměř zapomenuté,temer_zapomenute,střední,stredni,"vlhčí listnaté lesy, křoviny, stinné lemy, místy i zahrady",III–IV,3,4,nejmladší měkké listy před plným zhrubnutím,Listy po menším množství přidávat do míchaných salátů nebo krátce podusit a použít do polévek či zelených směsí.,Jemná stinnolesní jarní zelenina pro rozšíření repertoáru.,"spíše jemná, nevýrazná, lehce slizovitá",slabě zelený,neaplikovatelné,Starší listy bývají chlupaté a méně příjemné; sbírat jen bezpečně určený plicník na čistém stanovišti.,,"Sbírat jen jednotlivé listy tam, kde je druh běžný, a ne z chemicky ošetřovaných okrasných výsadeb.",kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: nejmladší měkké listy před plným zhrubnutím; v datech je pro něj vedené období III–IV. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Kvůli riziku záměny sbírej jen tehdy, když máš druh jistě určený i podle určovacích znaků; při nejistotě nesklízej. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Vědomě přidaný tajnější dubnový druh mimo běžné foragerské seznamy.
r246,plant_cardamine_hirsuta,R246,řeřišničník chlupatý,"mladé listy, lodyžky a květy",kombinovana_cast,True,potrava,potrava,peprná příměs do salátu / na chléb,cerstva_potrava,méně známé,mene_zname,vysoká,vysoka,"zahrady, záhony, spáry, květináče, zídky, narušená půda",III–V,3,5,růžice a mladé kvetoucí lodyžky,"Používat po menším množství jako ostrou řeřišnicovou složku do salátů, pomazánek, sendvičů a případně krátce povařit s jinou zelení.",Snadno dostupná peprná jarní bylinka i z městských a zahradních mikrostanovišť.,"peprná, řeřišnicová, lehce hořká",svěže brukvovitý,neaplikovatelné,"Sbírat jen z čistých míst mimo psí zóny, výkaly a chemicky ošetřené záhony.",U citlivých osob opatrnost při vyšším množství brukvovitých.,Velmi běžný nechráněný druh; pro praktické použití vhodný hlavně ze zahrad a čistých ruderálních míst.,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: růžice a mladé kvetoucí lodyžky; v datech je pro něj vedené období III–V. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Přidává velmi časnou a snadno dostupnou dubnovou řeřišnicovou chuť.
